@RELATION CommOps
@ATTRIBUTE text string
@ATTRIBUTE ModalVerbSignal {shall, will, may, might, can, must, could, would, should, requested, please, none}
@ATTRIBUTE ActionVerbSignal {yes, no}
@ATTRIBUTE TypeOfSubject {first, second, third, none}
@ATTRIBUTE NegativeVerbSignal {yes, no}
@ATTRIBUTE presentTenseVerbSignal {yes, no}
@ATTRIBUTE pastTenseVerbSignal {yes, no}
@ATTRIBUTE debtorPresent {yes, no}
@ATTRIBUTE creditorPresent {yes, no}
@ATTRIBUTE delegationSignal {yes, no}
@ATTRIBUTE deadlineSignal {yes, no}
@ATTRIBUTE createCommitmentPresent {yes, no}
@ATTRIBUTE bigramModalSecond {yes, no}
@ATTRIBUTE bigramFirstModal {yes, no}
@ATTRIBUTE bigramPleaseAction {yes, no}
@ATTRIBUTE questionMarkPresent {yes, no}
@ATTRIBUTE class {create, icreate, discharge, cancel, delegate, none}

@DATA
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(X33098)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim,Per our conversation yesterday after the morning meeting, Sue and I would like to get together with you to go over Agaves plan for a future Park & Ride agreement.",would,yes,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Would you let us know what time is good for you?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Thanks.Reyna Cabrera(713) 853-3072",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"How about Friday about 10:00 ro 10:30?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"How about Friday about 10:00 ro 10:30?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks Kim,  Friday 10:30 works well for Sue and myself.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Where would you like to meet?",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Do you have open conference rooms on your floor?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"If not, we have a great conference room in 1336 that is just for us.Just let me know.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We can meet in our video conference room 42C2 which Pilar has booked for us from 10:30 to 11:00.",can,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"See you then.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will be there.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I spoke with Earl this morning.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"He has located a Grove valve from another vendor and we are still on targetfor an in-service date of December 1, 2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Many, many thanks!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Per the conversation in Steves staff meeting yesterday, I double checked with Property Accountingand they verified that the funds in the amount of $291,861 were released on 11/6.If there is anything else you need, please let me know.Thanks!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"JanX53858",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"KimReceived an as-built package for the interconnect on West Texas Lateral.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Material matches up but there is not a hydro test and test log for the installation.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"This is needed to set MAOP and PHD of the facility.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"ThanksEarl Chanley505-625-8031",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Earl,Will you be able to coordinate with Agave to do this?",will,yes,second,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,icreate
"Have you talked to Paul Ragsdale yet?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"FYI, I had Audrey send my copy of the as-built drawing to you last week.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"If this is a duplicate from what Agave sent you, would you please forward the copy I sent you to Mansoor for his files.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Let me know if I need to talk to Agave.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Earl,Will you be able to coordinate with Agave to do this?",will,yes,second,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,icreate
"[Chanley, Earl]  Will call Agave and make request.",will,yes,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Have you talked to Paul Ragsdale yet?",none,yes,third,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"[Chanley, Earl]  No  FYI, I had Audrey send my copy of the as-built drawing to you last week.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"If this is a duplicate from what Agave sent you, would you please forward the copy I sent you to Mansoor for his files.",would,yes,third,no,yes,no,yes,no,no,no,no,yes,no,yes,no,icreate
"[Chanley, Earl]  Have not received your copy to date, will send to Mansoor when received.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Let me know if I need to talk to Agave.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"ThanksEarl Chanley505-625-8031",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Tracy, here is the Agave letter.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please let me know if you have any questions or comments.",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"I would like to send this to Agave today if I can.Many thanks, Kim.",would,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"I am in a due diligence meeting until 6:00.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I can review afterwards and get back to you tonight.",can,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Is that ok?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"--------------------------Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Yes, I will wait for you.",will,no,none,no,yes,no,yes,yes,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I am okey with this.",none,no,first,no,no,yes,yes,yes,no,no,yes,no,no,no,no,discharge
"ThanksTracy",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Audrey,  email from home works differently than the office.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I hope this attaches this time.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Sorry.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Darlin -Another dinner at Perrys Grille in the Woodlands, Wednesday, September 26,6:30 p.m.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will be attending, but Id love to have you there, too.Can you make it?",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"JW",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I have a tentative Spires Board meeting.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I should know in the next week or so if that is a firm date.",should,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"If it is not, then I would love to be at Perrys with you.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"ILY, K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"John,Thank you for the invitation.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Wed love to come.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"We dont have any plansfor Saturday, November 3rd, 10th or 17th.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Let us know.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Have a good weekendand say hello to Kim.Thanks again,Jane",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Ive put a hold on those three Saturdays in November.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Take a look at yourcalendar and lets narrow it down from there.Couples:Jane & Barry HillLee & ___ Farrell?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"(possibly Mark & ___ Montondon)ILY,JW",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I probably prefer the 3 or 17.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lets get the rest of our invites together this weekend.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"ILY, K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Pencil in the 3d and the 17th.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Well narrow it down to one or the othershortly.Looking forward to it!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"John",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim - we really need to get Lee Farrell locked down for either 11/3 or11/17, so I can release Jane and Barry the other weekend.ILY.",can,yes,first,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"JW",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"twist....Lee Ferrell just left Enron last week.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"He now works for Reliant.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I still want to invite him, it may take a day or two to track down his new phone number or email.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I will keep you posted.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"ILY, K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"What were the offer dates for the Gormet Group?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"Didnt we offer all three weekends?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Im open all three weekends in November, however, we might want to steer clear of the 17 just incase we decide to travel during the week of Thanksgiving.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"sounds good.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim - Any reason I cant tell Jane 11/3?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Thats one of the Gourmet Groupdates, but we can steer that to the 17th, I think.",can,yes,third,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,create
"Or should I offer Janethe 10th?",should,yes,first,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,icreate
"Did you have a conflict then?",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,yes,none
"JW",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"What were the offer dates for the Gormet Group?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"Didnt we offer allthree weekends?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Im open all three weekends in November, however, wemight want to steer clear of the 17 just incase we decide to travelduring the week of Thanksgiving.Thanks, Kim.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"All three weekends were available, but Jim & Hattie (our hosts) cant do itthe 10th.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Let me go back to Jane with the 10th, since we know that wont beGG.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"OK?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"JW",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Enron Corp. and its subsidiaries (the Company) are exposed to market, credit, operational and liquidity/funding risks in the normal course of its business activities.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"The Enron Corp.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Board of Directors approved a new Risk Management Policy (the Policy) on August 14, 2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"This Policy establishes a framework under which the Companys exposure to risks shall be evaluated, managed and controlled, and pursuant to which capital will be allocated and preserved.",shall,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The Policy focuses on four major types of risk: (a) market risk; (b) credit risk; (c) operational risk and (d) liquidity/funding risk.",shall,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"These risks shall be managed on a portfolio basis for standard transactions via various market risk limit structures and credit approval processes, and for non-standard transactions via the Transaction Approval Process and the Guarantee Approval Process.",shall,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"This Policy provides an overview of various risk measurement tools and limits to be applied to these risks, and the roles and responsibilities for the key participants of the risk management framework.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Management and employees are responsible for complying with the risk management policies and procedures addressed in this Policy, available at http://home.enron.com/resources.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Following an initial transiton period, various individuals within the key functions participating in the Companys risk management framework will be required to sign a Compliance Certificate, an example of which is attached to the Policy as Appendix H.If you have any questions, please contact Cassandra Schultz, cassandra.schultz@enron.com, 713-853-0429 who will put you in touch with the appropriate Risk Assessment & Control representative.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Note: this is a confidential policy, not for distribution to anyone outside of the Company without specific authorization from the Chief Risk Officer.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Importance:09HighA conf. call has been set up for Monday morning 9:00 a.m.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"CST to discuss a force majeure situation on the #3 unit at the San Juan Compressor Station.  877-795-3687 pin 475577Overview:  (for those uninvolved to date)     In a walk through of the San Juan Station with the Team Thursday evening 8/16 it was noted that severe settling issues on yard piping existed.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"The Team had been working with Engineering on developing an action plan to address over the last several months.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Upon a visual inspection we requested that the Team contact a local contractor and have the pipe cover (dirt) removed immediately to allow the piping to relieve itself.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"This would provide the necessary time to follow up with Engineering and attain feedback on the status of the project and implement remedies.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"The Team had a contractor on location the following Monday 8/20, and work removing the cover was completed this Monday 8/27.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"However, the expected results were not achieved.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"In other words the piping did not spring back to the degree that pipe stress concerns were eliminated.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
